Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,target
2.0565435648295414,0.606850593215671,0.4826878872092127,-1.1308884353259157,0.4200944904518413,74.8220919378387
-0.7991920066502536,-0.6459641791245353,-0.18289644110484016,-0.4827435221820324,1.3748764191481848,-41.850691960227664
1.0760071385985983,-0.796025856803489,-0.7519693317388191,0.02131164867194222,-0.31905393566661816,-24.441807254565678
-0.10325476014904739,-0.828497024780246,1.4898634386020821,-1.6431888111541673,-1.6009039784765156,-87.02259743751854
-2.0634031524794545,0.5032520647495048,-0.645572072035395,-0.3173504922425348,-1.6610834155671725,-86.06704689632352
-0.21560957856802238,-0.0070449854805546995,-0.4519493719118777,-0.37185788227866556,-0.7893385057196743,-38.04012463125817
0.6135179727304166,0.1200313267182613,0.4363236696740321,-1.0227925651984056,0.03800347816820029,6.089080823247311
0.23402445435314795,0.5530400858523584,1.8180619225578247,-0.24852861807444937,0.7751554940347831,71.45749174217849
1.5886269280435958,0.14098269961206,0.1455211977682408,0.6954024745502987,-0.6141225650083162,59.80390702948107
0.1825010305992134,-0.04489303012253698,-0.3998990621311371,-0.6701152004542329,0.269294752580734,-15.211871043875027
0.18106274277108234,-0.8852486861242225,-0.5505519317084877,1.3032780373160637,0.31635832153614474,-6.659035205789477
0.7835896647986067,-1.8518427315746586,2.169936588080543,-0.6786430612941032,-1.423682636883923,-70.4961257963282
-1.2968319479558466,0.18102155870370695,0.6628812686674127,0.3996879517526416,1.173473857485325,15.149536629383354
0.7660802783846903,0.30179189981946597,0.46877425607502377,1.2269332238843076,-0.9983854391882915,55.148948236902015
0.651391251305798,0.9540017634932023,0.570890510693167,-0.3152692446403456,1.135565640180599,86.42350265278154
-1.0710536796490489,1.235782191822154,0.4367385517335095,0.6802161054504494,0.40429475496169764,58.12754403209954
-0.1449045790814313,-1.5375847964491753,0.5720062783004729,-0.44594371386116016,-0.7047284356108838,-89.97898204219253
0.02538842054241018,-0.04541121793223822,0.8595878869798019,-1.9196731561976563,-0.3871306497895146,-41.997027291061094
-0.8000385643976464,-0.20298063739565708,-0.6256772874962124,-0.0635245746153551,-1.3192471945987674,-69.2478031975118
0.31978193414253697,-0.6013676439512137,0.1053755061459599,-1.5929937335316693,-1.3340254949182044,-81.44375063557449
0.45768658605355206,-0.6068651778571754,-2.238231233324972,-2.7475048427252347,-2.120700152635066,-160.12509692563478
0.5219415656168976,-1.3204566130842763,0.7818228717773104,0.29698467323318606,-1.236950710878082,-48.941120249194555
-0.5923559556520536,0.885231482988991,-2.100026507651624,0.12354769595558233,0.6255080168310357,3.211700438955523
0.54090851856099,-0.3849428884100812,0.8468821038849139,0.8761691671912328,-0.11522423255219759,31.331394407464305
-0.6724855960063362,0.032407013340136216,2.0979393391324312,0.22327083592026087,-0.5256309339853844,13.009084427230848
-0.8320613048498566,1.991553302204734,-0.6749340187905523,-0.5501152829365389,-0.4030759890650308,34.95466971318147
0.2544208433012131,1.1677820616598074,0.08658978747289992,0.3376026620752022,-0.15567723539207948,68.01303524551237
-0.514782674914742,-0.09482423128087224,-2.6307301368290634,0.24353020418634463,0.38837572923016833,-49.40153408791673
-0.4500128579958137,-1.1300693390403578,0.7505791675217656,1.2571492168625729,-0.41619440488525394,-28.96379574470453
0.6709112482768751,-1.1200474224698722,-0.009844808650383004,0.6037905202778941,-1.6885051880685,-50.056677162343924
-0.6819842479977986,-0.24717738252059693,0.20838280794755248,-1.0016200098949155,-2.0417348684242906,-90.94028578006883
0.41055008532761655,-0.057390703001542406,0.5843141664353099,-0.2310694774576803,-0.10047572057170515,11.49523677950557
0.924027019206901,-1.251113576385303,-0.3095464393139903,-0.18490213644298903,0.326133022242118,-34.943665975093985
0.20760335140062577,0.9577916144729056,-0.6076463453734726,0.30767665340111383,-0.1373109657888796,44.337461710891155
1.41418728833109,0.5873916998060122,1.6637328321434735,0.4473939370689756,0.30524312653135294,112.0986278356914
-0.7153037092599682,-1.0777447779293061,1.088950596967366,0.6795977489346758,0.06428001909546277,-34.31260758516312
0.5779785236395572,0.6662696720435232,-0.9928660010855455,0.5773635251066616,-1.4452052644122255,17.41701718713941
0.8764556455029355,-2.1523835446091804,-0.8617030702562581,-1.5614932224418594,0.03003147916408217,-126.85773821851087
-0.9846547848472624,0.12626773623406817,-1.5271678565896476,-0.7925234471152126,-1.055089368176695,-87.18550854365111
-0.18144906924751675,2.3079162506161106,-0.1581538443723203,-0.10633700253131496,3.2430929695947333,157.665888852343
0.7228268949855121,1.184256645196173,-0.037893081716830875,0.11179915820338826,2.3883719928704386,122.58751514674118
-1.77623523289832,0.14338846734225108,0.26125053123385605,0.40865281148067084,-0.36927713924620315,-36.57059924134951
0.4572804046152411,0.08199555641356042,0.6683404887180808,1.4558223221467665,-0.7341737987784958,50.58456837672378
-1.4026052717996935,-0.6629009175509482,0.04059169120388238,1.7495767431869393,-0.7019916878067554,-39.80449966691437
-0.01208894784605456,-1.4511756900515589,-0.12754912037753421,-1.252393444413119,1.5111549302473475,-72.2331361874971
0.0953441994413082,-1.5648027713620551,-1.962625691672579,-0.2634482160822491,0.3496500472996937,-102.04084214885908
-1.4785862457798415,0.7708651938869668,-2.211135309007885,1.143754043206929,0.23561455810856594,-11.238539323544654
0.5054701591666269,0.47635776935621926,0.8071225966373103,1.0602099074988798,-0.9735461997044687,58.013618809968435
0.6789312900592783,1.5905820726178503,1.6284685547723217,-0.13699548944245826,-0.28438464960650933,111.35852140535566
-0.3212427661179117,1.7388513518533313,-0.11676591579524663,1.8325570434792018,-0.6355578414044034,102.08423053278375
-0.9594392367234797,-0.22648409884983192,1.221033695525353,-0.372206776071053,0.5820977034686158,-15.567694428142143
-0.6654222981294605,1.2809395766667275,0.29497145570882155,0.7219034854381414,-1.4972576451786446,34.28848352867941
-0.016422896072752075,0.2237879516388985,1.7945578635177877,1.188393273448084,-0.5176112990361714,59.67610536511737
-0.7837656655863965,-0.234407800316322,0.26348721533105957,-0.6905410523162594,0.2942241290134937,-40.28569042256337
0.8925973382993092,-1.9701038177118355,-0.684629825760004,-1.2111719292807812,0.7906255991627686,-92.10821720596167
-0.7050118557584089,0.4190190093660452,-1.2096410186912054,-0.05576907765770601,1.6725723868377034,8.934218153428048
0.41299891213779755,-1.58358838978758,-0.9587784561867748,-0.21406769772786138,-1.3525086894407223,-107.92431593432693
-0.1344967844017327,-0.039307287627631186,-1.0166831285764972,0.33385996656853467,-0.2440804736742013,-18.8018999332848
-0.9186865114860944,0.5555126463422483,0.47363207681145447,-0.4173668136050844,-0.9263811299815384,-20.867832002631967
0.8840453963610497,-2.4242402602729416,-0.021367294348436157,0.7368438970924334,-0.7472116791478234,-82.71819821916296
0.5609194479412387,1.598647170504717,-0.3700110298821277,-0.29548031802916036,-0.25879606266710237,71.21185003775076
1.0062928092144405,-0.38455554422982535,0.047398671316414016,-0.5768918695231487,-0.8604133652839524,-18.487885515753085
-0.45709625658627184,1.66125921454787,-0.027514905050636255,-0.6022120603617805,1.772251596669744,81.94263512818526
-0.4545477187434442,0.13192796677195706,-1.3367254388759306,-0.218653277435036,-0.4118233689636573,-42.66373529883365
0.05194588580729943,0.7276295436369798,-0.07160125941406395,0.7326400772155792,-0.03722223650984159,51.387886786176544
-0.600638689918805,0.37569801834567196,0.11092258970986608,-0.2916937497932768,-1.1509935774223028,-27.19779377765867
2.5797093376543185,-0.08828204835125482,-0.5574917850078336,-0.8036745679697308,-1.3698029795790778,14.25563180656652
0.5522999376795232,-1.232523314768509,-1.3671378064602457,0.6256309336460009,0.8481742126666681,-31.74036043518387
0.04852162794482699,-0.863990769679816,-0.48712538376469605,-0.8309501164110378,-0.5923939242388692,-78.62737901704598
-0.3431922754974105,0.26912694124510733,0.3080505395041023,0.6215718898560508,-0.3916485674217911,16.352590971926755
-1.6127158711896517,0.6862601903745135,2.3146585666735087,-0.47193186578943347,-1.867265192591748,-22.759767714368174
-0.742484232538384,1.341475915530881,0.0036956718478473255,-0.4853058353678683,1.0114630354083562,47.80064257491034
-0.9697437196346744,-0.9855396007209299,0.24365722370271442,0.11053531747394013,-1.0902084067994298,-87.30940950921342
0.2010990467149675,-0.05761879703358539,0.3649610024662254,1.050654396007612,2.403415585238275,80.63066107662846
-0.33078922432755736,-1.1036698285303692,0.9784221120280351,-0.7801991291174627,0.5221425459339358,-52.714559945620685
0.33417641724489744,-1.2417605754816243,0.07748051851886253,-0.15525904882474875,0.2577525401427507,-45.24022244053455
-2.5623336587953105,-0.9943493746085122,-0.5132135664715852,-0.19102776260016902,-0.22859991534001858,-137.59047611600448
1.0706105599791862,1.649480894323921,-0.7068925679873489,-0.7296024698074095,0.8555556590207121,93.00691282763856
1.044160877069072,-0.48943944251822213,2.5269324258736217,0.6818914896263114,-0.5308687729203206,56.41040412547721
0.3485951198609804,-0.8792827824119881,0.48730523704499484,-0.12517442838316423,1.0719298652117972,-4.762991923707124
-0.46770120131189136,1.1608267873785194,-1.1196698946261439,0.3465038817307158,-1.2946814757209058,4.474585458150773
0.32445860435251705,-0.4817659710934752,0.5583364232117055,-1.803862792562365,1.8566474365619547,-12.9668182058759
-1.8665399513606162,-0.6004235657387051,1.321304032273012,1.0075136898369221,1.4196030045136372,-6.670655811897901
-1.4789115687741288,0.3918040054025465,-2.59104229214491,0.18335991977915564,-0.5462444482524828,-74.04371470180091
